id,card_id,buy_date,sell_date,quantity,buy_price,sell_price,source,condition,status,note,bulk_record_id,album_id,album_status,album_quantity
1772522746915,17720751631532,2026-01-12,2026-01-06,1,1958,1958,,無損,到貨,換卡,,,,0
1772523170885,17721885580330,2026-02-06,2026-03-03,1,450,0,FB,無損,到貨,換卡,,,,0
17727259840530,17717857801610,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840531,17717875859960,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840532,17717910867493,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840533,17717875859962,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840534,177178758599611,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840535,17717875859969,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840536,177178758599610,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840537,17717857801613,2024-01-01,,1,0,0,原本,,,,,,,0
17727259840538,17717875859966,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520180,17717887458802,2025-04-07,2026-03-08,1,0,0,換卡,無損,到貨,3/30入場卡飛換,,,,0
17727261520182,17717910867494,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520183,17717911306990,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520184,17717911306991,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520185,17717907200000,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520186,17717907970491,2024-01-01,,1,0,0,原本,,,,,,,0
17727261520188,17719863614270,2025-08-22,2026-03-05,1,50,0,中-閒魚,無損,到貨,,,,,0
17727266613860,17721890151656,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613861,17721887865414,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138610,17721879394973,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138611,17721881233661,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138612,177218901516512,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138613,17721890591230,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138614,17721889307079,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138615,17721890151650,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138616,17721890151651,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138617,17721885301894,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138618,17721893304592,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138619,17721893304598,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613862,17721890151658,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138620,17722567803010,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138621,17721889307078,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138622,17723068861820,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138623,17723068861822,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138624,17721890151655,2024-01-01,,1,0,0,原本,,,,,,,0
177272666138625,17723099885572,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613863,17721889307073,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613864,17721889307074,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613865,17721877759041,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613866,17721878634080,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613867,17721878634081,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613868,17721889307076,2024-01-01,,1,0,0,原本,,,,,,,0
17727266613869,17721879394961,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134340,17717919993160,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134341,17717919993162,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343410,17717923275511,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343411,17717925130010,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343413,17718089334891,0001-01-01,2026-03-08,1,425,0,韓國,無損,到貨,,,,,0
177272781343414,17717919993161,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343415,17717919993163,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343416,17717919993165,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343417,17717922611353,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343418,17717923275510,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343419,17717923275512,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134342,17717919993164,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343420,17717923927001,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343421,17717923927003,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343422,17717924291511,0001-01-01,2026-03-21,1,0,0,原本,無損,到貨,,,,,0
177272781343423,17717924695341,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343424,17717924695342,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343425,17717910867494,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343426,17717922611356,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343427,17718090016380,0001-01-01,2026-03-08,1,300,0,韓國,無損,到貨,,,,,0
177272781343428,17718089663440,0001-01-01,2026-03-08,1,500,0,原本,無損,到貨,,,,,0
177272781343429,17718089663441,2024-01-01,2026-03-08,1,500,0,原本,無損,到貨,,,,,0
17727278134343,17717923927002,2024-01-01,2026-03-08,1,0,0,原本,無損,到貨,,,,,0
177272781343430,17718089663442,0001-01-01,2026-03-08,1,500,0,原本,無損,到貨,,,,,0
177272781343431,17718089835923,0001-01-01,2026-03-08,1,0,0,韓國,無損,到貨,,,,,0
177272781343432,17718195532960,2025-08-22,2026-03-05,1,339,0,中-閒魚,無損,到貨,,,,,0
177272781343434,17718207598911,2025-08-26,2026-03-07,1,283,0,換卡,無損,到貨,,,,,0
177272781343435,17718206852168,2025-09-18,2026-03-07,1,995,0,換卡,無損,到貨,,,,,0
177272781343436,17718208445331,2026-02-01,2026-03-08,1,216,0,換卡,無損,到貨,兔子智,,,,0
177272781343437,17718206034122,2026-01-07,2026-03-07,1,500,0,換卡,無損,到貨,,,,,0
177272781343438,17719980832610,2026-01-21,2026-03-07,1,200,0,換卡,無損,到貨,,,,,0
17727278134344,17718088428670,0001-01-01,2026-03-08,1,300,0,韓國,無損,到貨,,,,,0
177272781343442,17720151007400,0006-02-01,2026-03-05,1,458,0,換卡,無損,到貨,,,,,0
177272781343444,17720375027901,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343445,17720375027902,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343446,17720370977121,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343447,17720374391730,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343448,17720374391731,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343449,17720374391732,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134345,17718088428671,0001-01-01,2026-03-08,1,300,0,韓國,無損,到貨,,,,,0
177272781343450,17720375027900,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343451,17720406232850,2026-01-07,2026-03-07,1,500,0,換卡,無損,到貨,,,,,0
177272781343452,17720408306380,2026-01-07,2026-03-07,1,548,0,換卡,無損,到貨,,,,,0
177272781343456,17720429210992,0001-01-01,2025-09-09,1,0,50,原本,無損,到貨,,,,,0
177272781343457,17720429210994,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343458,17720429210997,0001-01-01,2026-03-08,1,0,0,韓國,無損,到貨,,,,,0
177272781343459,17720430703310,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134346,17718088428672,2024-01-01,2026-03-08,1,300,0,韓國,無損,到貨,,,,,0
177272781343460,17720430703318,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343461,17720675498498,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343462,17720676543100,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343463,17720676543101,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343464,17720676543102,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343467,17721878429570,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343468,17720751181723,2026-02-01,2026-03-05,1,339,0,換卡,無損,到貨,,,,,0
177272781343469,177207511817211,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134347,17718083711032,0001-01-01,2026-03-08,1,200,0,原本,無損,到貨,,,,,0
177272781343471,17721878967400,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343472,17720957805500,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343474,17720962137590,2024-01-01,2026-03-05,1,0,0,原本,無損,到貨,,,,,0
177272781343475,17720962137591,2024-01-01,2026-03-08,1,0,0,原本,無損,到貨,,,,,0
177272781343476,17721129029303,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343477,17721129029304,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343478,17723069234370,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343479,17723100225020,2024-01-01,,1,0,0,原本,,,,,,,0
17727278134348,17717922611357,2024-01-01,,1,0,0,原本,,,,,,,0
177272781343480,177247200640714,2025-04-07,2026-03-08,1,0,0,換卡,無損,到貨,,,,,0
17727278134349,17717922611352,2024-01-01,2026-03-08,1,0,0,原本,無損,到貨,,,,,0
1772729753520,17718085617779,2024-01-01,2026-02-13,1,0,200,,無損,到貨,,,,,0
1772729911558,17720962137590,0001-01-01,2026-02-20,1,0,7,,無損,到貨,,,,,0
1772730085152,17717910867490,2024-01-01,2026-03-05,1,0,0,原本,無損,到貨,,,,,0
1772730529703,17718089334894,2024-01-01,2026-03-05,1,0,0,韓國,無損,到貨,,,,,0
1772730691582,17720677474690,2024-01-01,2026-02-02,1,0,80,韓國,無損,到貨,,,,,0
1772730730502,17720957805505,0001-01-02,2026-02-02,1,0,50,,無損,到貨,,,,,0
1772730762468,17717919993163,0001-01-01,2026-02-02,1,0,30,,無損,到貨,,,,,0
1772730787815,17717919993165,0001-01-01,2026-02-02,1,0,30,,無損,到貨,,,,,0
1772730815901,17717923927002,0001-01-01,2026-02-02,1,0,30,,無損,到貨,,,,,0
1772730836017,17717924291511,0001-01-01,2026-02-02,1,0,20,,無損,到貨,,,,,0
1772730861816,17717924291513,2024-01-01,2026-03-05,1,0,0,原本,無損,到貨,,,,,0
1772731030332,17718194965500,0001-01-01,2026-03-05,1,0,0,原本,無損,到貨,,,,,0
1772731831114,17718085617778,2024-01-01,2026-03-05,1,250,0,韓國,無損,到貨,,,,,0
1772731876014,17718085617779,2024-01-01,2026-02-02,1,0,200,,無損,到貨,,,,,0
1772732381762,17721100316175,2024-01-01,2026-02-02,1,0,250,原本,無損,到貨,,,,,0
1772732537311,17721894762764,2026-02-02,2026-03-05,1,224,0,換卡,無損,到貨,小熊智,,,,0
1772732706792,17725099031171,2024-01-01,2026-02-02,1,0,80,原本,無損,到貨,,,,,0
1772734020872,17725102810690,2024-01-01,2026-02-02,1,0,80,,無損,到貨,,,,,0
1772734296540,17717922611356,2024-03-03,2026-02-02,1,0,30,原本,無損,到貨,,,,,0
1772734405314,17725092331878,2024-01-01,2026-02-02,1,0,50,,無損,到貨,,,,,0
1772735420412,17720954488613,0024-01-01,2026-02-02,1,0,50,原本,無損,到貨,,,,,0
1772735441560,17720957805500,2024-01-01,2026-02-02,1,0,10,原本,無損,到貨,,,,,0
1772735492477,177211263898310,2024-01-01,2026-02-02,1,0,50,,無損,到貨,,,,,0
1772735772694,17718089334892,0001-01-01,2026-03-05,1,0,0,韓國,微損,到貨,,,,,0
1772736159861,17720751631532,2026-02-01,2026-03-05,1,1060,0,換卡,無損,到貨,,,,,0
bulk_inv_1772124490620_0_1772124891459,17720934226393,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_1_1772124891459,17720854869932,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_10_1772124891459,17720957805501,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_12_1772124891459,17717925130010,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_14_1772517352319,17724740564813,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_2_1772124891459,17720855967991,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_3_1772124891459,17717857801614,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_4_1772124891459,177180856177716,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_5_1772124891459,17721103529007,2026-01-30,,1,150,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_6_1772124891459,17718085617771,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_7_1772124891459,17717910867491,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772124490620_8_1772124891459,17717910867495,2026-01-30,,1,20,0,中-閒魚,無損,到貨,來自盤收: 韓服飛雜盤,1772124490620,,未拆,0
bulk_inv_1772125340310_0_1772125401411,17720417649180,2026-01-06,,1,490,0,中-閒魚,無損,到貨,來自盤收: 台北入場卡換卡,1772125340310,,,0
bulk_inv_1772125340310_1_1772125401411,17720405062900,2026-01-06,,1,490,0,中-閒魚,無損,到貨,來自盤收: 台北入場卡換卡,1772125340310,,,0
bulk_inv_1772125340310_2_1772125401411,17718190512641,2026-01-06,,1,1300,0,中-閒魚,無損,到貨,來自盤收: 台北入場卡換卡,1772125340310,,,0
bulk_inv_1772125532625_0_1772125662884,17719029009070,2026-01-06,,1,1500,0,中-閒魚,無損,到貨,來自盤收: 入場卡換卡,1772125532625,,,0
bulk_inv_1772125532625_1_1772125662884,17718200044890,2026-01-06,,1,1400,0,中-閒魚,無損,到貨,來自盤收: 入場卡換卡,1772125532625,,,0
bulk_inv_1772125532625_2_1772204102722,17720751181724,2026-01-06,,1,600,0,中-閒魚,無損,到貨,來自盤收: 入場卡換卡,1772125532625,,,0
bulk_inv_1772125532625_3_1772204117146,17720751181722,2026-01-06,,1,600,0,中-閒魚,無損,到貨,來自盤收: 入場卡換卡,1772125532625,,,0
bulk_inv_1772125532625_4_1772204427525,17720751181721,2026-01-06,,1,1000,0,中-閒魚,無損,到貨,來自盤收: 入場卡換卡,1772125532625,,,0
bulk_inv_1772125702693_0_pj6wpk6,17718186878541,2026-01-05,,1,36,0,中-魚香,無損,到貨,來自盤收: 蝴蝶結河+補郵,1772125702693,,未拆,0
bulk_inv_1772125702693_1_a1dtbv6,17718197807781,2026-01-05,,1,350,0,中-魚香,無損,到貨,來自盤收: 蝴蝶結河+補郵,1772125702693,,未拆,0
bulk_inv_1772125702693_2_29bm9lf,17719149478630,2026-01-05,,1,250,0,中-魚香,無損,到貨,來自盤收: 蝴蝶結河+補郵,1772125702693,,未拆,0
bulk_inv_1772125830677_0_1772125998783,17718083711030,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_1_1772125998783,17721008189401,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_4_1772125998783,17720954290370,2026-01-04,2025-01-01,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_5_1772125998783,17720959456350,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_6_1772125998783,17720959456352,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_7_1772125998783,17720959963533,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772125830677_8_1772125998783,17717924695343,2026-01-04,,1,9,0,中-閒魚,無損,到貨,來自盤收: 27元盤,1772125830677,,未拆,0
bulk_inv_1772126028933_0_1772126075429,177211938776623,2025-12-29,2026-02-02,1,500,500,日-煤爐,無損,到貨,來自盤收: 媒爐,1772126028933,,未拆,0
bulk_inv_1772126028933_1_1772126075429,177182068521610,2025-12-29,,1,935,0,日-煤爐,無損,到貨,來自盤收: 媒爐,1772126028933,,未拆,0
bulk_inv_1772126222837_0_1772126480070,17717887357322,2025-12-19,,1,70,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_1_1772126480070,17717887357320,2025-12-19,,1,70,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_10_1772126480070,17721126994987,2025-12-19,,1,10,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_11_1772126480070,17721126389833,2025-12-19,2026-02-02,1,10,10,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_12_1772126480070,17721126389837,2025-12-19,2026-02-02,1,10,10,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_13_1772126480070,17721126994988,2025-12-19,2026-02-20,1,30,30,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_14_1772126480070,17721126389838,2025-12-19,,1,30,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_15_1772126480070,177211263898311,2025-12-19,2026-03-01,1,30,48,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_16_1772126480070,17721134872930,2025-12-19,2026-02-13,1,180,300,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_17_1772126480070,17718197807780,2025-12-19,,1,400,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_18_1772126480070,17721134872931,2025-12-19,2026-01-09,1,200,200,FB,無損,到貨,來自盤收: 蜜桃河盤 換卡,1772126222837,,未拆,0
bulk_inv_1772126222837_19_1772126480070,17718194965500,2025-12-19,2026-02-02,1,200,350,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_2_1772126480070,17717887458801,2025-12-19,,1,90,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_20_1772126480070,17718193771655,2025-12-19,2026-01-21,1,250,250,FB,無損,到貨,來自盤收: 蜜桃河盤 換卡,1772126222837,,未拆,0
bulk_inv_1772126222837_21_1772126480070,177211679005717,2025-12-19,2026-02-02,1,250,300,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_22_1772126480070,177211715332317,2025-12-19,2026-02-02,1,200,250,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_23_1772126480070,17718193771650,2025-12-19,2026-01-07,1,1398,1398,FB,無損,到貨,來自盤收: 蜜桃河盤 換卡,1772126222837,,未拆,0
bulk_inv_1772126222837_24_1772126480070,17721167900578,2025-12-19,2026-02-08,1,200,250,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_25_1772126480070,17721129837060,2025-12-19,,1,10,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_26_1772126480070,17720395586354,2025-12-19,2026-02-27,1,50,50,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_27_1772126480070,17720395586355,2025-12-19,2026-02-07,1,50,50,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_28_1772126480070,17720395586353,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_29_1772126480070,17720395586352,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_3_1772126480070,17718186878540,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_30_1772126480070,17720395586351,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_31_1772126480070,17720395586350,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_32_1772126480070,17720406232851,2025-12-19,2026-01-09,1,300,300,FB,無損,到貨,來自盤收: 蜜桃河盤 換卡,1772126222837,,未拆,0
bulk_inv_1772126222837_33_1772448556159,17721978874990,2025-12-19,,1,350,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_34_1772517442290,17725101616283,2025-12-19,2026-02-02,1,40,80,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_35_1772517492938,17724624523022,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_4_1772126480070,17721126389830,2025-12-19,2026-02-02,1,50,50,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_5_1772126480070,17721126389835,2025-12-19,2025-07-07,1,70,78,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_6_1772126480070,17718186878542,2025-12-19,,1,50,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_7_1772126480070,17718186236090,2025-12-19,,1,40,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_8_1772126480070,17718186527350,2025-12-19,,1,40,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126222837_9_1772126480070,17721126994983,2025-12-19,,1,10,0,FB,無損,到貨,來自盤收: 蜜桃河盤,1772126222837,,未拆,0
bulk_inv_1772126814101_0_1772126981194,17718190512641,2025-12-17,,1,912,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_1_1772126981194,17717998204450,2025-12-17,,1,80,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_10_1772126981194,17720384766744,2025-12-17,,1,50,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_11_1772126981194,17720380413652,2025-12-17,,1,100,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_12_1772126981194,17720380413651,2025-12-17,,1,100,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_2_1772126981194,17717994598433,2025-12-17,,1,20,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_3_1772126981194,17718085617774,2025-12-17,,1,150,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_4_1772126981194,17717910867490,2025-12-17,2026-03-01,1,50,50,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_5_1772126981194,177180856177713,2025-12-17,2026-02-13,1,150,250,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_6_1772126981194,17718083711031,2025-12-17,2026-02-13,1,150,200,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_7_1772126981194,17717910867491,2025-12-17,,1,20,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_8_1772126981194,17718195532963,2025-12-17,2026-03-29,1,300,300,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772126814101_9_1772126981194,17720384766745,2025-12-17,,1,50,0,中-閒魚,無損,到貨,來自盤收: K41+22年曆,1772126814101,,未拆,0
bulk_inv_1772128267930_0_1772128556386,17720732354170,2025-12-06,2026-02-01,1,730,1060,FB,無損,到貨,來自盤收: kcon河盤,1772128267930,,未拆,0
bulk_inv_1772128267930_1_1772128556386,177181937716510,2025-12-06,,1,250,0,FB,無損,到貨,來自盤收: kcon河盤,1772128267930,,未拆,0
