id,group_id,name,type,date,short_name,image,subunit,api
1772888508872,1771784189224,"2023 SEASON’S GREETINGS ""四季(사계)""",年曆,2022-12-07,年曆23,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1772888506834_52.jpg,SOLO,
1772889148065,1771784189224,"2024 SEASON'S GREETINGS ""A Little Break""",年曆,2023-11-02,年曆24,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1772889146592_175.jpg,SOLO,
1772890191696,1771784189224,"2026 SEASON'S GREETINGS ""NEW PHASE, NEW PAGES""",年曆,2025-12-08,年曆26,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1772890190122_822.jpg,SOLO,
1773335936636,1773331625412,Dare to Crave : Epilogue,專輯,2025-11-10,正二後,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773335935337_940.jpg,,4677
1773422939616,1773331625412,Dare to Crave,專輯,2025-06-23,正二,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773422938699_373.jpg,,918
1773423124514,1773331625412,FIND THE ORBIT,專輯,2024-12-05,單曲一,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423123129_205.jpg,,440
1773423193709,1773331625412,SHOW OFF,日專,2024-06-05,日單二,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423192767_92.jpg,,2171
1773423260306,1773331625412,EVERSHINE,專輯,2024-02-26,迷七,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423259054_708.jpg,,439
1773423316393,1773331625412,Dilly Dally,日專,2023-12-06,日EP一,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423315475_583.jpg,,2147
1773423373487,1773331625412,SUN SEEKER,專輯,2023-09-11,迷六,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423372928_645.jpg,,438
1773423448829,1773331625412,MASTER : PIECE,專輯,2023-03-06,迷五,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423447443_273.jpg,,568
1773423518867,1773331625412,NEW WAVE,專輯,2022-09-27,迷四,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423517709_302.jpg,,567
1773423572288,1773331625412,LIBERTY : IN OUR COSMOS,專輯,2022-03-22,正一後,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423571428_545.jpg,,566
1773423617613,1773331625412,The Awakening: Written In The Stars,專輯,2021-08-19,正一,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423616896_477.jpg,,565
1773423703992,1773331625412,HIDEOUT: BE OUR VOICE - SEASON 3.,專輯,2021-01-19,迷三,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423702789_945.jpg,,564
1773423746443,1773331625412,HIDEOUT: THE NEW DAY WE STEP INTO - SEASON 2.,專輯,2020-08-24,迷二,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423745617_551.jpg,,563
1773423790741,1773331625412,HIDEOUT : REMEMBER WHO WE ARE - SEASON1.,專輯,2020-04-14,迷一,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773423789841_775.jpg,,562
1773425468654,1773331625412,CRAVITY 1ST OFFICIAL FANSHIP KIT,會員禮,2020-07-14,會員禮1期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1773425466964_736.jpg,,2076
1774349431379,1773331625412,Groovy -Japanese ver.-,日專,2023-07-05,日單一,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774349430207_513.jpg,,2138
1774349539309,1773331625412,Jelly Bean,日專,2025-03-26,日EP二,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774349538446_675.jpg,,2148
1774377395094,1773331625412,BLAST OUT,日專,,日單三,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774377393678_687.jpg,,7261
1774377755002,1773331625412,CRAVITY 2nd LUVITY V MEMBERSHIP WELCOME KIT,會員禮,2021-04-26,會員禮2期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774377753712_557.jpg,,2077
1774377940322,1773331625412,CRAVITY OFFICIAL FAN CLUB LUVITY 2.5기 KIT,會員禮,2022-06-13,會員禮2.5期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774377994019_98.jpg,,2078
1774378021392,1773331625412,CRAVITY OFFICIAL FAN CLUB LUVITY 3기 KIT,會員禮,2023-01-01,會員禮3期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774378073647_841.jpg,,1622
1774378075440,1773331625412,CRAVITY OFFICIAL FAN CLUB LUVITY 4기 KIT,會員禮,2024-01-01,會員禮4期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774378118287_657.jpg,,2079
1774378153692,1773331625412,CRAVITY OFFICIAL FAN CLUB LUVITY 5기 KIT,會員禮,2025-01-01,會員禮5期,https://qvmypjngydubsigeeial.supabase.co/storage/v1/object/public/card-images/image_1774378219282_945.jpg,,1038
